time_s,speed_rpm,current_A,back_emf_V,T_em_Nm,T_fan_Nm,P_fan_out_W,P_copper_W,P_eddy_W,P_hysteresis_W,P_mec_W,P_in_W,efficiency
0.07650,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07660,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07670,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07680,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07690,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07700,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07710,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07720,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07730,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07740,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07750,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07760,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07770,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07780,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07790,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07800,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07810,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07820,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07830,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07840,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07850,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07860,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07870,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07880,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07890,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07900,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07910,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07920,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07930,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07940,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07950,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07960,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07970,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.07980,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.07990,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08000,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08010,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08020,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08030,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08040,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08050,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08060,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08070,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08080,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08090,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08100,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08110,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08120,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08130,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08140,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08150,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08160,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08170,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08180,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08190,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08200,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08210,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08220,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08230,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08240,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08250,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08260,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08270,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08280,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08290,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08300,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08310,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08320,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08330,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08340,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08350,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08360,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08370,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08380,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08390,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08400,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08410,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08420,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08430,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08440,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08450,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08460,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08470,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08480,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08490,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08500,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08510,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08520,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08530,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08540,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08550,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08560,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08570,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08580,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08590,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08600,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08610,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08620,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08630,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08640,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08650,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08660,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08670,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08680,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08690,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08700,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08710,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08720,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08730,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08740,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08750,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08760,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08770,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08780,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08790,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08800,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08810,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08820,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08830,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08840,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08850,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08860,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08870,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08880,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08890,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08900,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08910,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08920,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08930,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08940,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08950,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08960,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08970,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.08980,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.08990,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09000,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09010,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09020,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09030,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09040,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09050,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09060,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09070,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09080,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09090,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09100,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09110,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09120,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09130,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09140,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09150,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09160,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09170,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09180,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09190,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09200,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09210,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09220,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09230,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09240,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09250,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09260,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09270,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09280,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09290,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09300,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09310,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09320,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09330,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09340,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09350,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09360,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09370,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09380,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09390,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09400,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09410,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09420,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09430,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09440,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09450,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09460,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09470,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09480,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09490,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09500,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09510,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09520,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09530,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09540,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09550,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09560,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09570,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09580,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09590,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09600,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09610,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09620,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09630,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09640,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09650,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09660,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09670,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09680,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09690,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09700,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09710,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09720,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09730,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09740,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09750,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
0.09760,3644.30,14.82584,0.53076,0.021277,0.002735,1.043934,533.508991,0.004386,0.003225,2.937243,44.477518,0.0235
0.09770,3531.60,0.00000,0.54770,0.000000,0.002913,1.077249,0.000000,0.004119,0.003126,2.933702,0.000000,0.0000
