X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.000000e-01,5.000000e-04
0,1.32e+00,-4.00e-02,
1,1.38e+00,4.00e-02,
2,1.33e+00,4.00e-02,
3,1.39e+00,-4.00e-02,
4,1.34e+00,4.00e-02,
5,1.40e+00,-4.00e-02,
6,1.35e+00,4.00e-02,
7,1.40e+00,-4.00e-02,
8,1.37e+00,-4.00e-02,
9,1.42e+00,4.00e-02,
10,1.37e+00,4.00e-02,
11,1.43e+00,-4.00e-02,
12,1.38e+00,4.00e-02,
13,1.44e+00,-4.00e-02,
14,1.39e+00,4.00e-02,
15,1.45e+00,-4.00e-02,
16,1.39e+00,-4.00e-02,
17,1.45e+00,4.00e-02,
18,1.39e+00,4.00e-02,
19,1.46e+00,-4.00e-02,
20,1.40e+00,4.00e-02,
21,1.46e+00,-4.00e-02,
22,1.42e+00,-4.00e-02,
23,1.48e+00,4.00e-02,
24,1.43e+00,4.00e-02,
25,1.48e+00,-4.00e-02,
26,1.44e+00,4.00e-02,
27,1.49e+00,-4.00e-02,
28,1.44e+00,-4.00e-02,
29,1.49e+00,4.00e-02,
30,1.49e+00,4.00e-02,
31,1.44e+00,-4.00e-02,
32,1.44e+00,4.00e-02,
33,1.50e+00,-4.00e-02,
34,1.45e+00,4.00e-02,
35,1.51e+00,-4.00e-02,
36,1.45e+00,-4.00e-02,
37,1.51e+00,4.00e-02,
38,1.46e+00,4.00e-02,
39,1.51e+00,-4.00e-02,
40,1.51e+00,4.00e-02,
41,1.46e+00,-4.00e-02,
42,1.51e+00,4.00e-02,
43,1.46e+00,-4.00e-02,
44,1.46e+00,4.00e-02,
45,1.52e+00,-4.00e-02,
46,1.48e+00,4.00e-02,
47,1.52e+00,-4.00e-02,
48,1.48e+00,4.00e-02,
49,1.52e+00,-4.00e-02,
50,1.48e+00,4.00e-02,
51,1.54e+00,-4.00e-02,
52,1.48e+00,4.00e-02,
53,1.54e+00,-4.00e-02,
54,1.49e+00,4.00e-02,
55,1.54e+00,-4.00e-02,
56,1.54e+00,4.00e-02,
57,1.49e+00,-4.00e-02,
58,1.54e+00,4.00e-02,
59,1.49e+00,-4.00e-02,
60,1.54e+00,4.00e-02,
61,1.49e+00,-4.00e-02,
62,1.49e+00,4.00e-02,
63,1.55e+00,-4.00e-02,
64,1.54e+00,4.00e-02,
65,1.49e+00,-4.00e-02,
66,1.50e+00,4.00e-02,
67,1.55e+00,-4.00e-02,
68,1.50e+00,4.00e-02,
69,1.55e+00,-4.00e-02,
70,1.50e+00,4.00e-02,
71,1.56e+00,-4.00e-02,
72,1.50e+00,4.00e-02,
73,1.56e+00,-4.00e-02,
74,1.56e+00,4.00e-02,
75,1.50e+00,-4.00e-02,
76,1.50e+00,4.00e-02,
77,1.57e+00,-4.00e-02,
78,1.51e+00,4.00e-02,
79,1.57e+00,-4.00e-02,
80,1.51e+00,4.00e-02,
81,1.57e+00,-4.00e-02,
82,1.57e+00,4.00e-02,
83,1.51e+00,-4.00e-02,
84,1.52e+00,4.00e-02,
85,1.57e+00,-4.00e-02,
86,1.52e+00,4.00e-02,
87,1.59e+00,-4.00e-02,
88,1.59e+00,4.00e-02,
89,1.52e+00,-4.00e-02,
90,1.52e+00,4.00e-02,
91,1.59e+00,-4.00e-02,
92,1.52e+00,4.00e-02,
93,1.57e+00,-4.00e-02,
94,1.52e+00,-4.00e-02,
95,1.59e+00,4.00e-02,
96,1.52e+00,4.00e-02,
97,1.59e+00,-4.00e-02,
98,1.52e+00,-4.00e-02,
99,1.59e+00,4.00e-02,
100,1.52e+00,4.00e-02,
101,1.59e+00,-4.00e-02,
102,1.59e+00,4.00e-02,
103,1.52e+00,-4.00e-02,
104,1.52e+00,4.00e-02,
105,1.59e+00,-4.00e-02,
106,1.59e+00,4.00e-02,
107,1.52e+00,-4.00e-02,
108,1.59e+00,4.00e-02,
109,1.52e+00,-4.00e-02,
110,1.59e+00,4.00e-02,
111,1.52e+00,-4.00e-02,
112,1.54e+00,4.00e-02,
113,1.59e+00,-4.00e-02,
114,1.54e+00,4.00e-02,
115,1.60e+00,-4.00e-02,
116,1.54e+00,4.00e-02,
117,1.60e+00,-4.00e-02,
118,1.60e+00,4.00e-02,
119,1.54e+00,-4.00e-02,
120,1.55e+00,4.00e-02,
121,1.60e+00,-4.00e-02,
122,1.60e+00,4.00e-02,
123,1.54e+00,-4.00e-02,
124,1.60e+00,4.00e-02,
125,1.54e+00,-4.00e-02,
126,1.55e+00,4.00e-02,
127,1.60e+00,-4.00e-02,
128,1.60e+00,4.00e-02,
129,1.55e+00,-4.00e-02,
130,1.60e+00,4.00e-02,
131,1.55e+00,-4.00e-02,
132,1.55e+00,4.00e-02,
133,1.60e+00,-4.00e-02,
134,1.60e+00,4.00e-02,
135,1.55e+00,-4.00e-02,
136,1.61e+00,4.00e-02,
137,1.55e+00,-4.00e-02,
138,1.60e+00,4.00e-02,
139,1.55e+00,-4.00e-02,
140,1.60e+00,4.00e-02,
141,1.55e+00,-4.00e-02,
142,1.55e+00,4.00e-02,
143,1.60e+00,-4.00e-02,
144,1.56e+00,-4.00e-02,
145,1.61e+00,4.00e-02,
146,1.60e+00,4.00e-02,
