Sequence,Volt,-1.61E-05,5.00E-08
91,0.00E+00,,
92,-8.00E-02,,
93,0.00E+00,,
94,-8.00E-02,,
95,0.00E+00,,
96,-8.00E-02,,
97,0.00E+00,,
98,0.00E+00,,
99,-8.00E-02,,
100,0.00E+00,,
101,-1.20E-01,,
102,0.00E+00,,
103,-8.00E-02,,
104,-8.00E-02,,
105,0.00E+00,,
106,-8.00E-02,,
107,0.00E+00,,
108,0.00E+00,,
109,-1.20E-01,,
110,0.00E+00,,
111,-8.00E-02,,
112,-8.00E-02,,
113,0.00E+00,,
114,-8.00E-02,,
115,0.00E+00,,
116,0.00E+00,,
117,-1.20E-01,,
118,-8.00E-02,,
119,0.00E+00,,
120,-8.00E-02,,
121,0.00E+00,,
122,-8.00E-02,,
123,0.00E+00,,
124,0.00E+00,,
125,-1.20E-01,,
126,-8.00E-02,,
127,0.00E+00,,
128,-8.00E-02,,
129,0.00E+00,,
130,0.00E+00,,
131,-8.00E-02,,
132,-8.00E-02,,
133,0.00E+00,,
134,-8.00E-02,,
135,0.00E+00,,
136,-8.00E-02,,
137,0.00E+00,,
138,-8.00E-02,,
139,0.00E+00,,
140,-8.00E-02,,
141,0.00E+00,,
142,-1.20E-01,,
143,0.00E+00,,
144,-8.00E-02,,
145,0.00E+00,,
146,-8.00E-02,,
147,0.00E+00,,
148,-8.00E-02,,
149,0.00E+00,,
150,-8.00E-02,,
151,0.00E+00,,
152,-8.00E-02,,
153,0.00E+00,,
154,-8.00E-02,,
155,0.00E+00,,
156,0.00E+00,,
157,-1.20E-01,,
158,-8.00E-02,,
159,0.00E+00,,
160,-8.00E-02,,
161,0.00E+00,,
162,-8.00E-02,,
163,0.00E+00,,
164,-8.00E-02,,
165,0.00E+00,,
166,0.00E+00,,
167,-8.00E-02,,
168,-8.00E-02,,
169,0.00E+00,,
170,-8.00E-02,,
171,0.00E+00,,
172,-8.00E-02,,
173,0.00E+00,,
174,-8.00E-02,,
175,0.00E+00,,
176,-8.00E-02,,
177,0.00E+00,,
178,-8.00E-02,,
179,0.00E+00,,
180,-8.00E-02,,
181,0.00E+00,,
182,0.00E+00,,
183,-8.00E-02,,
184,-8.00E-02,,
185,0.00E+00,,
186,-8.00E-02,,
187,0.00E+00,,
188,-8.00E-02,,
189,0.00E+00,,
190,0.00E+00,,
191,-8.00E-02,,
192,-8.00E-02,,
193,0.00E+00,,
194,-8.00E-02,,
195,0.00E+00,,
196,0.00E+00,,
197,-1.20E-01,,
198,-8.00E-02,,
199,0.00E+00,,
200,-8.00E-02,,
201,0.00E+00,,
202,-8.00E-02,,
203,0.00E+00,,
204,-8.00E-02,,
205,0.00E+00,,
206,-8.00E-02,,
207,0.00E+00,,
208,-8.00E-02,,
209,0.00E+00,,
210,-8.00E-02,,
211,0.00E+00,,
212,0.00E+00,,
213,-1.20E-01,,
214,0.00E+00,,
215,-8.00E-02,,
216,-8.00E-02,,
217,0.00E+00,,
218,0.00E+00,,
219,-1.20E-01,,
220,0.00E+00,,
221,-1.20E-01,,
222,0.00E+00,,
223,-8.00E-02,,
224,-8.00E-02,,
225,0.00E+00,,
226,-8.00E-02,,
227,0.00E+00,,
228,-8.00E-02,,
229,0.00E+00,,
230,-8.00E-02,,
231,0.00E+00,,
232,-8.00E-02,,
233,0.00E+00,,
234,-8.00E-02,,
235,0.00E+00,,
236,-8.00E-02,,
237,0.00E+00,,
238,-8.00E-02,,
239,0.00E+00,,
240,-8.00E-02,,
241,0.00E+00,,
242,-8.00E-02,,
243,0.00E+00,,
244,0.00E+00,,
245,-1.20E-01,,
246,-8.00E-02,,
247,0.00E+00,,
248,-8.00E-02,,
249,0.00E+00,,
250,-8.00E-02,,
251,0.00E+00,,
252,-8.00E-02,,
253,0.00E+00,,
254,0.00E+00,,
255,-8.00E-02,,
256,-8.00E-02,,
257,0.00E+00,,
258,-8.00E-02,,
259,0.00E+00,,
260,-8.00E-02,,
261,0.00E+00,,
262,-8.00E-02,,
263,0.00E+00,,
264,0.00E+00,,
265,-8.00E-02,,
266,0.00E+00,,
267,-8.00E-02,,
268,-8.00E-02,,
269,0.00E+00,,
270,0.00E+00,,
271,-8.00E-02,,
272,-8.00E-02,,
273,0.00E+00,,
274,-8.00E-02,,
275,0.00E+00,,
276,-8.00E-02,,
277,0.00E+00,,
278,-8.00E-02,,
279,0.00E+00,,
280,-8.00E-02,,
281,0.00E+00,,
282,-8.00E-02,,
283,0.00E+00,,
284,0.00E+00,,
285,-8.00E-02,,
286,-8.00E-02,,
287,0.00E+00,,
288,-8.00E-02,,
289,0.00E+00,,
290,0.00E+00,,
291,-8.00E-02,,
292,0.00E+00,,
293,-1.20E-01,,
294,0.00E+00,,
295,-8.00E-02,,
296,0.00E+00,,
297,-8.00E-02,,
298,-8.00E-02,,
299,0.00E+00,,
300,0.00E+00,,
301,-1.20E-01,,
302,-8.00E-02,,
303,0.00E+00,,
304,0.00E+00,,
305,-8.00E-02,,
306,-8.00E-02,,
307,0.00E+00,,
308,0.00E+00,,
309,-1.20E-01,,
310,-8.00E-02,,
311,0.00E+00,,
312,-8.00E-02,,
313,0.00E+00,,
314,-8.00E-02,,
315,0.00E+00,,
316,-8.00E-02,,
317,1.16E+00,,
318,4.80E-01,,
319,1.72E+00,,
320,1.72E+00,,
321,2.52E+00,,
322,2.52E+00,,
323,3.12E+00,,
324,3.08E+00,,
325,3.56E+00,,
326,3.48E+00,,
327,3.88E+00,,
328,3.84E+00,,
329,4.12E+00,,
330,4.12E+00,,
331,4.36E+00,,
332,4.28E+00,,
333,4.48E+00,,
334,4.44E+00,,
335,4.60E+00,,
336,4.56E+00,,
337,4.72E+00,,
338,4.64E+00,,
339,4.76E+00,,
340,4.72E+00,,
341,4.84E+00,,
342,4.80E+00,,
343,4.88E+00,,
344,4.84E+00,,
345,4.92E+00,,
346,4.88E+00,,
347,4.96E+00,,
348,4.88E+00,,
349,5.00E+00,,
350,4.92E+00,,
351,5.00E+00,,
352,4.96E+00,,
353,5.04E+00,,
354,5.04E+00,,
355,4.96E+00,,
356,4.96E+00,,
357,5.08E+00,,
358,5.00E+00,,
359,5.08E+00,,
360,5.00E+00,,
361,5.08E+00,,
362,5.00E+00,,
363,5.12E+00,,
364,5.12E+00,,
365,5.04E+00,,
366,5.04E+00,,
367,5.12E+00,,
368,5.12E+00,,
369,5.04E+00,,
370,5.04E+00,,
371,5.12E+00,,
372,5.12E+00,,
373,5.04E+00,,
374,5.12E+00,,
375,5.04E+00,,
376,5.16E+00,,
377,5.04E+00,,
378,5.08E+00,,
379,5.12E+00,,
380,5.08E+00,,
381,5.16E+00,,
382,5.08E+00,,
383,5.16E+00,,
384,5.16E+00,,
385,5.08E+00,,
386,5.08E+00,,
387,5.16E+00,,
388,5.08E+00,,
389,5.16E+00,,
390,5.08E+00,,
391,5.16E+00,,
392,5.08E+00,,
393,5.16E+00,,
394,5.16E+00,,
395,5.08E+00,,
396,5.16E+00,,
397,5.08E+00,,
398,5.08E+00,,
399,5.16E+00,,
400,5.16E+00,,
401,5.08E+00,,
402,5.16E+00,,
403,5.08E+00,,
404,5.16E+00,,
405,5.08E+00,,
406,5.16E+00,,
407,5.08E+00,,
408,5.08E+00,,
409,5.16E+00,,
410,5.16E+00,,
411,5.08E+00,,
412,5.16E+00,,
413,5.08E+00,,
414,5.16E+00,,
415,5.08E+00,,
416,5.16E+00,,
417,5.08E+00,,
418,5.16E+00,,
419,5.08E+00,,
420,5.16E+00,,
421,5.08E+00,,
422,5.16E+00,,
423,5.08E+00,,
424,5.20E+00,,
425,5.08E+00,,
426,5.20E+00,,
427,5.08E+00,,
428,5.08E+00,,
429,5.20E+00,,
430,5.16E+00,,
431,5.08E+00,,
432,5.20E+00,,
433,5.08E+00,,
434,5.08E+00,,
435,5.20E+00,,
436,5.16E+00,,
437,5.08E+00,,
438,5.08E+00,,
439,5.20E+00,,
440,5.16E+00,,
441,5.08E+00,,
442,5.08E+00,,
443,5.20E+00,,
444,5.08E+00,,
445,5.20E+00,,
446,5.08E+00,,
447,5.20E+00,,
448,5.20E+00,,
449,5.08E+00,,
450,5.16E+00,,
451,5.08E+00,,
452,5.08E+00,,
453,5.20E+00,,
454,5.08E+00,,
455,5.20E+00,,
456,5.08E+00,,
457,5.20E+00,,
458,5.12E+00,,
459,5.20E+00,,
460,5.20E+00,,
461,5.08E+00,,
462,5.20E+00,,
463,5.08E+00,,
464,5.20E+00,,
465,5.08E+00,,
466,5.20E+00,,
467,5.08E+00,,
468,5.08E+00,,
469,5.20E+00,,
470,5.12E+00,,
471,5.20E+00,,
472,5.20E+00,,
473,5.12E+00,,
474,5.20E+00,,
475,5.08E+00,,
476,5.20E+00,,
477,5.08E+00,,
478,5.20E+00,,
479,5.08E+00,,
480,5.20E+00,,
481,5.08E+00,,
482,5.20E+00,,
483,5.08E+00,,
484,5.12E+00,,
485,5.20E+00,,
486,5.12E+00,,
487,5.20E+00,,
488,5.20E+00,,
489,5.12E+00,,
490,5.12E+00,,
491,5.20E+00,,
492,5.20E+00,,
493,5.08E+00,,
494,5.12E+00,,
495,5.20E+00,,
496,5.20E+00,,
497,5.08E+00,,
498,5.12E+00,,
499,5.20E+00,,
500,5.20E+00,,
501,5.08E+00,,
502,5.12E+00,,
503,5.20E+00,,
504,5.12E+00,,
505,5.20E+00,,
506,5.12E+00,,
507,5.20E+00,,
508,5.08E+00,,
509,5.20E+00,,
510,5.08E+00,,
511,5.20E+00,,
512,5.20E+00,,
513,5.12E+00,,
514,5.20E+00,,
515,5.08E+00,,
516,5.20E+00,,
517,5.08E+00,,
518,5.12E+00,,
519,5.20E+00,,
520,5.20E+00,,
521,5.12E+00,,
522,5.12E+00,,
523,5.20E+00,,
524,5.08E+00,,
525,5.20E+00,,
526,5.20E+00,,
527,5.08E+00,,
528,5.20E+00,,
529,5.08E+00,,
530,5.20E+00,,
531,5.08E+00,,
532,5.08E+00,,
533,5.20E+00,,
534,5.12E+00,,
535,5.20E+00,,
536,5.12E+00,,
537,5.20E+00,,
538,5.12E+00,,
539,5.20E+00,,
540,5.12E+00,,
541,5.20E+00,,
542,5.20E+00,,
543,5.08E+00,,
544,5.12E+00,,
545,5.20E+00,,
546,5.12E+00,,
547,5.20E+00,,
548,5.08E+00,,
549,5.20E+00,,
550,5.20E+00,,
551,5.12E+00,,
552,5.20E+00,,
553,5.12E+00,,
554,5.12E+00,,
555,5.20E+00,,
556,5.20E+00,,
557,5.08E+00,,
558,5.12E+00,,
559,5.20E+00,,
560,5.20E+00,,
561,5.12E+00,,
562,5.12E+00,,
563,5.20E+00,,
564,5.12E+00,,
565,5.20E+00,,
566,5.12E+00,,
567,5.20E+00,,
568,5.12E+00,,
569,5.20E+00,,
570,5.20E+00,,
571,5.12E+00,,
572,5.12E+00,,
573,5.20E+00,,
574,5.20E+00,,
575,5.08E+00,,
576,5.20E+00,,
577,5.12E+00,,
578,5.12E+00,,
579,5.20E+00,,
580,5.12E+00,,
581,5.20E+00,,
582,5.12E+00,,
583,5.20E+00,,
584,5.20E+00,,
585,5.12E+00,,
586,5.12E+00,,
587,5.20E+00,,
588,5.20E+00,,
589,5.12E+00,,
590,5.12E+00,,
591,5.20E+00,,
592,5.12E+00,,
593,5.20E+00,,
594,5.12E+00,,
595,5.20E+00,,
596,5.20E+00,,
597,5.12E+00,,
598,5.12E+00,,
599,5.20E+00,,
600,5.12E+00,,
601,5.20E+00,,
602,5.12E+00,,
603,5.20E+00,,
604,5.20E+00,,
605,5.08E+00,,
606,5.12E+00,,
607,5.20E+00,,
608,5.20E+00,,
609,5.12E+00,,
610,5.12E+00,,
611,5.20E+00,,
612,5.12E+00,,
613,5.20E+00,,
614,5.12E+00,,
615,5.20E+00,,
616,5.20E+00,,
617,5.12E+00,,
618,5.12E+00,,
619,5.20E+00,,
620,5.20E+00,,
621,5.12E+00,,
622,5.12E+00,,
623,5.20E+00,,
624,5.20E+00,,
625,5.08E+00,,
626,5.12E+00,,
627,5.20E+00,,
628,5.12E+00,,
629,5.20E+00,,
630,5.20E+00,,
631,5.12E+00,,
632,5.12E+00,,
633,5.20E+00,,
634,5.12E+00,,
635,5.20E+00,,
636,5.20E+00,,
637,5.08E+00,,
638,5.12E+00,,
639,5.20E+00,,
640,5.08E+00,,
641,5.20E+00,,
642,5.20E+00,,
643,5.08E+00,,
644,5.12E+00,,
645,5.20E+00,,
646,5.12E+00,,
647,5.20E+00,,
648,5.12E+00,,
649,5.20E+00,,
650,5.12E+00,,
651,5.20E+00,,
652,5.12E+00,,
653,5.20E+00,,
654,5.12E+00,,
655,5.20E+00,,
656,5.12E+00,,
657,5.20E+00,,
658,5.12E+00,,
659,5.20E+00,,
660,5.20E+00,,
661,5.12E+00,,
662,5.12E+00,,
663,5.20E+00,,
664,5.20E+00,,
665,5.08E+00,,
666,5.12E+00,,
667,5.20E+00,,
668,5.20E+00,,
669,5.08E+00,,
670,5.12E+00,,
671,5.20E+00,,
672,5.12E+00,,
673,5.20E+00,,
674,5.12E+00,,
675,5.20E+00,,
676,5.12E+00,,
677,5.20E+00,,
678,5.12E+00,,
679,5.20E+00,,
680,5.12E+00,,
681,5.20E+00,,
682,5.12E+00,,
683,5.20E+00,,
684,5.12E+00,,
685,5.20E+00,,
686,5.12E+00,,
687,5.20E+00,,
688,5.20E+00,,
689,5.12E+00,,
690,5.20E+00,,
691,5.12E+00,,
692,5.20E+00,,
693,5.12E+00,,
694,5.12E+00,,
695,5.20E+00,,
696,5.12E+00,,
697,5.20E+00,,
698,5.20E+00,,
699,5.08E+00,,
700,5.20E+00,,
701,5.12E+00,,
702,5.12E+00,,
703,5.20E+00,,
704,5.20E+00,,
705,5.12E+00,,
706,5.20E+00,,
707,5.12E+00,,
708,5.20E+00,,
709,5.08E+00,,
710,5.12E+00,,
711,5.20E+00,,
712,5.20E+00,,
713,5.08E+00,,
714,5.12E+00,,
715,5.20E+00,,
716,5.12E+00,,
717,5.20E+00,,
718,5.12E+00,,
719,5.20E+00,,
720,5.12E+00,,
721,5.20E+00,,
722,5.12E+00,,
723,5.20E+00,,
724,5.12E+00,,
725,5.20E+00,,
726,5.12E+00,,
727,5.20E+00,,
728,5.20E+00,,
729,5.12E+00,,
730,5.12E+00,,
731,5.20E+00,,
732,5.12E+00,,
733,5.20E+00,,
734,5.12E+00,,
735,5.20E+00,,
736,5.12E+00,,
737,5.20E+00,,
738,5.12E+00,,
739,5.20E+00,,
740,5.20E+00,,
741,5.08E+00,,
742,5.20E+00,,
743,5.12E+00,,
744,5.20E+00,,
745,5.12E+00,,
746,5.12E+00,,
747,5.20E+00,,
748,5.12E+00,,
749,5.20E+00,,
750,5.20E+00,,
751,5.12E+00,,
752,5.20E+00,,
753,5.12E+00,,
754,5.12E+00,,
755,5.20E+00,,
756,5.12E+00,,
757,5.20E+00,,
758,5.12E+00,,
759,5.20E+00,,
760,5.12E+00,,
761,5.20E+00,,
762,5.12E+00,,
763,5.20E+00,,
764,5.12E+00,,
765,5.20E+00,,
766,5.12E+00,,
767,5.20E+00,,
768,5.12E+00,,
769,5.20E+00,,
770,5.20E+00,,
771,5.12E+00,,
772,5.20E+00,,
773,5.08E+00,,
774,5.12E+00,,
775,5.20E+00,,
776,5.12E+00,,
777,5.20E+00,,
778,5.12E+00,,
779,5.20E+00,,
780,5.20E+00,,
781,5.08E+00,,
782,5.12E+00,,
783,5.20E+00,,
784,5.20E+00,,
785,5.12E+00,,
786,5.12E+00,,
787,5.20E+00,,
788,5.20E+00,,
789,5.08E+00,,
790,5.12E+00,,
791,5.20E+00,,
792,5.20E+00,,
793,5.12E+00,,
794,5.12E+00,,
795,5.20E+00,,
796,5.20E+00,,
797,5.12E+00,,
798,5.12E+00,,
799,5.20E+00,,
800,5.12E+00,,
801,5.20E+00,,
802,5.12E+00,,
803,5.20E+00,,
804,5.20E+00,,
805,5.12E+00,,
806,5.20E+00,,
807,5.12E+00,,
808,5.20E+00,,
809,5.12E+00,,
810,5.20E+00,,
811,5.08E+00,,
812,5.20E+00,,
813,5.08E+00,,
814,5.12E+00,,
815,5.20E+00,,
816,5.20E+00,,
817,5.12E+00,,
818,5.12E+00,,
819,5.20E+00,,
820,5.12E+00,,
821,5.20E+00,,
822,5.20E+00,,
823,5.12E+00,,
824,5.20E+00,,
825,5.12E+00,,
826,5.12E+00,,
827,5.20E+00,,
828,5.20E+00,,
829,5.08E+00,,
830,5.12E+00,,
831,5.20E+00,,
832,5.20E+00,,
833,5.12E+00,,
834,5.12E+00,,
835,5.20E+00,,
836,5.20E+00,,
837,5.08E+00,,
838,5.12E+00,,
839,5.20E+00,,
840,5.12E+00,,
841,5.20E+00,,
842,5.12E+00,,
843,5.20E+00,,
844,5.20E+00,,
845,5.08E+00,,
846,5.12E+00,,
847,5.20E+00,,
848,5.12E+00,,
849,5.20E+00,,
850,5.12E+00,,
851,5.20E+00,,
852,5.20E+00,,
853,5.08E+00,,
854,5.12E+00,,
855,5.20E+00,,
856,5.20E+00,,
857,5.12E+00,,
858,5.12E+00,,
859,5.20E+00,,
860,5.20E+00,,
861,5.12E+00,,
862,5.12E+00,,
863,5.20E+00,,
864,5.20E+00,,
865,5.12E+00,,
866,5.12E+00,,
867,5.20E+00,,
868,5.20E+00,,
869,5.12E+00,,
870,5.20E+00,,
871,5.12E+00,,
872,5.20E+00,,
873,5.12E+00,,
874,5.12E+00,,
875,5.20E+00,,
876,5.20E+00,,
877,5.08E+00,,
878,5.12E+00,,
879,5.20E+00,,
880,5.08E+00,,
881,5.20E+00,,
882,5.20E+00,,
883,5.12E+00,,
884,5.20E+00,,
885,5.08E+00,,
886,5.12E+00,,
887,5.20E+00,,
888,5.12E+00,,
889,5.20E+00,,
890,5.12E+00,,
891,5.20E+00,,
892,5.20E+00,,
893,5.08E+00,,
894,5.12E+00,,
895,5.20E+00,,
896,5.20E+00,,
897,5.12E+00,,
898,5.12E+00,,
899,5.20E+00,,
900,5.20E+00,,
901,5.08E+00,,
902,5.12E+00,,
903,5.20E+00,,
904,5.12E+00,,
905,5.20E+00,,
906,5.20E+00,,
907,5.12E+00,,
908,5.20E+00,,
909,5.12E+00,,
910,5.12E+00,,
911,5.20E+00,,
912,5.20E+00,,
913,5.12E+00,,
914,5.12E+00,,
915,5.20E+00,,
916,5.20E+00,,
917,5.12E+00,,
918,5.12E+00,,
919,5.20E+00,,
920,5.20E+00,,
921,5.12E+00,,
922,5.20E+00,,
923,5.12E+00,,
924,5.20E+00,,
925,5.08E+00,,
926,5.12E+00,,
927,5.20E+00,,
928,5.20E+00,,
929,5.12E+00,,
930,5.20E+00,,
931,5.12E+00,,
932,5.20E+00,,
933,5.12E+00,,
934,5.12E+00,,
935,5.20E+00,,
936,5.20E+00,,
937,5.12E+00,,
938,5.12E+00,,
939,5.20E+00,,
940,5.20E+00,,
941,5.08E+00,,
942,5.12E+00,,
943,5.20E+00,,
944,5.12E+00,,
945,5.20E+00,,
946,5.12E+00,,
947,5.20E+00,,
948,5.12E+00,,
949,5.20E+00,,
950,5.12E+00,,
951,5.20E+00,,
952,5.12E+00,,
953,5.20E+00,,
954,5.12E+00,,
955,5.20E+00,,
956,5.20E+00,,
957,5.08E+00,,
958,5.12E+00,,
959,5.20E+00,,
960,5.20E+00,,
961,5.12E+00,,
962,5.12E+00,,
963,5.20E+00,,
964,5.20E+00,,
965,5.12E+00,,
966,5.12E+00,,
967,5.20E+00,,
968,5.20E+00,,
969,5.12E+00,,
970,5.12E+00,,
971,5.20E+00,,
972,5.20E+00,,
973,5.12E+00,,
974,5.20E+00,,
975,5.12E+00,,
976,5.20E+00,,
977,5.12E+00,,
978,5.12E+00,,
979,5.20E+00,,
980,5.20E+00,,
981,5.12E+00,,
982,5.12E+00,,
983,5.20E+00,,
984,5.12E+00,,
985,5.20E+00,,
986,5.20E+00,,
987,5.12E+00,,
988,5.20E+00,,
989,5.12E+00,,
990,5.12E+00,,
991,5.20E+00,,
992,5.12E+00,,
993,5.20E+00,,
994,5.12E+00,,
995,5.20E+00,,
996,5.20E+00,,
997,5.12E+00,,
998,5.20E+00,,
999,5.12E+00,,
1000,5.12E+00,,
1001,5.20E+00,,
1002,5.12E+00,,
1003,5.20E+00,,
1004,5.20E+00,,
1005,5.12E+00,,
1006,5.20E+00,,
1007,5.12E+00,,
1008,5.20E+00,,
1009,5.12E+00,,
1010,5.20E+00,,
1011,5.12E+00,,
1012,5.12E+00,,
1013,5.20E+00,,
1014,5.12E+00,,
1015,5.20E+00,,
1016,5.20E+00,,
1017,5.12E+00,,
1018,5.12E+00,,
1019,5.20E+00,,
1020,5.20E+00,,
1021,5.08E+00,,
1022,5.12E+00,,
1023,5.20E+00,,
1024,5.20E+00,,
1025,5.12E+00,,
1026,5.12E+00,,
1027,5.20E+00,,
1028,5.12E+00,,
1029,5.20E+00,,
1030,5.12E+00,,
1031,5.20E+00,,
1032,5.12E+00,,
1033,5.20E+00,,
1034,5.12E+00,,
1035,5.20E+00,,
1036,5.12E+00,,
1037,5.20E+00,,
1038,5.12E+00,,
1039,5.20E+00,,
1040,5.20E+00,,
1041,5.12E+00,,
1042,5.12E+00,,
1043,5.20E+00,,
1044,5.20E+00,,
1045,5.12E+00,,
1046,5.12E+00,,
1047,5.20E+00,,
1048,5.20E+00,,
1049,5.12E+00,,
1050,5.12E+00,,
1051,5.20E+00,,
1052,5.20E+00,,
1053,5.12E+00,,
1054,5.20E+00,,
1055,5.12E+00,,
1056,5.12E+00,,
1057,5.20E+00,,
1058,5.12E+00,,
1059,5.20E+00,,
1060,5.20E+00,,
1061,5.12E+00,,
1062,5.20E+00,,
1063,5.12E+00,,
1064,5.20E+00,,
1065,5.12E+00,,
1066,5.12E+00,,
1067,5.20E+00,,
1068,5.20E+00,,
1069,5.12E+00,,
1070,5.20E+00,,
1071,5.12E+00,,
1072,5.20E+00,,
1073,5.12E+00,,
1074,5.12E+00,,
1075,5.20E+00,,
1076,5.12E+00,,
1077,5.20E+00,,
1078,5.12E+00,,
1079,5.20E+00,,
1080,5.20E+00,,
1081,5.12E+00,,
1082,5.20E+00,,
1083,5.12E+00,,
1084,5.12E+00,,
1085,5.20E+00,,
1086,5.12E+00,,
1087,5.20E+00,,
1088,5.20E+00,,
1089,5.12E+00,,
1090,5.20E+00,,
1091,5.12E+00,,
1092,5.20E+00,,
1093,5.08E+00,,
1094,5.12E+00,,
1095,5.20E+00,,
1096,5.12E+00,,
1097,5.20E+00,,
1098,5.12E+00,,
1099,5.20E+00,,
1100,5.20E+00,,
1101,5.12E+00,,
1102,5.20E+00,,
1103,5.12E+00,,
1104,5.20E+00,,
1105,5.12E+00,,
1106,5.12E+00,,
1107,5.20E+00,,
1108,5.20E+00,,
1109,5.12E+00,,
1110,5.12E+00,,
1111,5.20E+00,,
1112,5.12E+00,,
1113,5.20E+00,,
1114,5.12E+00,,
1115,5.20E+00,,
1116,5.12E+00,,
1117,5.20E+00,,
1118,5.12E+00,,
1119,5.20E+00,,
1120,5.12E+00,,
1121,5.20E+00,,
1122,5.20E+00,,
1123,5.12E+00,,
1124,5.20E+00,,
1125,5.08E+00,,
1126,5.12E+00,,
1127,5.20E+00,,
1128,5.12E+00,,
1129,5.20E+00,,
1130,5.12E+00,,
1131,5.20E+00,,
1132,5.20E+00,,
1133,5.12E+00,,
1134,5.20E+00,,
1135,5.12E+00,,
1136,5.20E+00,,
1137,5.12E+00,,
1138,5.12E+00,,
1139,5.20E+00,,
1140,5.12E+00,,
1141,5.20E+00,,
1142,5.12E+00,,
1143,5.20E+00,,
1144,5.20E+00,,
1145,5.12E+00,,
1146,5.12E+00,,
1147,5.20E+00,,
1148,5.20E+00,,
1149,5.12E+00,,
1150,5.12E+00,,
1151,5.20E+00,,
1152,5.20E+00,,
1153,5.12E+00,,
1154,5.20E+00,,
1155,5.12E+00,,
1156,5.20E+00,,
1157,5.12E+00,,
1158,5.12E+00,,
1159,5.20E+00,,
1160,5.20E+00,,
1161,5.12E+00,,
1162,5.20E+00,,
1163,5.12E+00,,
1164,5.20E+00,,
1165,5.12E+00,,
1166,5.12E+00,,
1167,5.20E+00,,
1168,5.12E+00,,
1169,5.20E+00,,
1170,5.12E+00,,
1171,5.20E+00,,
1172,5.12E+00,,
1173,5.20E+00,,
1174,5.12E+00,,
1175,5.20E+00,,
1176,5.20E+00,,
1177,5.12E+00,,
1178,5.12E+00,,
1179,5.20E+00,,
1180,5.20E+00,,
1181,5.12E+00,,
1182,5.12E+00,,
1183,5.20E+00,,
1184,5.12E+00,,
1185,5.20E+00,,
1186,5.12E+00,,
1187,5.20E+00,,
1188,5.20E+00,,
1189,5.08E+00,,
1190,5.20E+00,,
1191,5.12E+00,,
1192,5.12E+00,,
1193,5.20E+00,,
1194,5.12E+00,,
1195,5.20E+00,,
1196,5.20E+00,,
1197,5.12E+00,,
1198,5.20E+00,,
1199,5.12E+00,,
